study,cohort,protocol,scope,horizon,quantile,term,model,n,issue_days,first_issue,last_issue,first_target,last_target,mae,rmse,bias,skill,correct,wrong_way,missed_move,false_move,actual_balance,predicted_balance,confusion,precision,recall,raw_saved_class_disagreements,mae_minus
A,basket,transfer,per_term,30,median,12,intercept,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.19020833333333334,0.21995252328627649,-0.02727500000000002,0.3477266881947818,9,0,0,3,"{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 9}}","{""down"": null, ""flat"": null, ""up"": 0.75}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": -0.03940589729817007, ""intercept"": 0.0, ""unchanged"": -0.10140000000000002}"
A,basket,transfer,per_term,30,median,12,rolling,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.26354507424794565,0.2923278580427506,-0.26354507424794565,0.09623613551986177,5,0,7,0,"{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": 0, ""flat"": 10, ""up"": 2}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 3, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 7, ""up"": 2}}","{""down"": null, ""flat"": 0.3, ""up"": 1.0}","{""down"": null, ""flat"": 1.0, ""up"": 0.2222222222222222}",0,"{""history"": 0.03393084361644225, ""intercept"": 0.07333674091461231, ""unchanged"": -0.028063259085387704}"
A,basket,transfer,per_term,30,median,12,unchanged,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.29160833333333336,0.3638129223928144,-0.291075,0.0,3,0,9,0,"{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": 0, ""flat"": 12, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 3, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 9, ""up"": 0}}","{""down"": null, ""flat"": 0.25, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.06199410270182995, ""intercept"": 0.10140000000000002, ""unchanged"": 0.0}"
A,basket,transfer,per_term,30,median,24,always_down,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,0,6,0,6,"{""down"": 0, ""flat"": 6, ""up"": 6}","{""down"": 12, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 6, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 6, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,30,median,24,always_up,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,6,0,0,6,"{""down"": 0, ""flat"": 6, ""up"": 6}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 6}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 6}}","{""down"": null, ""flat"": null, ""up"": 0.5}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,30,median,24,basket,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.1148827053616213,0.15303911329596645,-0.027368754681059534,0.42623196223437987,8,0,1,3,"{""down"": 0, ""flat"": 6, ""up"": 6}","{""down"": 0, ""flat"": 4, ""up"": 8}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 3, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 1, ""up"": 5}}","{""down"": null, ""flat"": 0.75, ""up"": 0.625}","{""down"": null, ""flat"": 0.5, ""up"": 0.8333333333333334}",0,"{""history"": 3.4284724570732283e-05, ""intercept"": -0.03982076686060092, ""unchanged"": -0.08534229463837871}"
A,basket,transfer,per_term,30,median,24,history,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.11484842063705057,0.15349202056962108,-0.026341546233839486,0.42640319322237197,9,0,0,3,"{""down"": 0, ""flat"": 6, ""up"": 6}","{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 3, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 6}}","{""down"": null, ""flat"": 1.0, ""up"": 0.6666666666666666}","{""down"": null, ""flat"": 0.5, ""up"": 1.0}",0,"{""history"": 0.0, ""intercept"": -0.03985505158517165, ""unchanged"": -0.08537657936294944}"
A,basket,transfer,per_term,30,median,24,intercept,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.15470347222222222,0.18492151970769408,0.019631944444444452,0.22735186803734697,6,0,0,6,"{""down"": 0, ""flat"": 6, ""up"": 6}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 6}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 6}}","{""down"": null, ""flat"": null, ""up"": 0.5}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.03985505158517165, ""intercept"": 0.0, ""unchanged"": -0.04552152777777779}"
A,basket,transfer,per_term,30,median,24,rolling,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.11542011050215928,0.15342643747257376,-0.02687013311743327,0.42354795603866013,8,0,1,3,"{""down"": 0, ""flat"": 6, ""up"": 6}","{""down"": 0, ""flat"": 4, ""up"": 8}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 3, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 1, ""up"": 5}}","{""down"": null, ""flat"": 0.75, ""up"": 0.625}","{""down"": null, ""flat"": 0.5, ""up"": 0.8333333333333334}",0,"{""history"": 0.0005716898651087071, ""intercept"": -0.03928336172006294, ""unchanged"": -0.08480488949784074}"
A,basket,transfer,per_term,30,median,24,unchanged,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.20022500000000001,0.27184665867605096,-0.20022500000000001,0.0,6,0,6,0,"{""down"": 0, ""flat"": 6, ""up"": 6}","{""down"": 0, ""flat"": 12, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 6, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 6, ""up"": 0}}","{""down"": null, ""flat"": 0.5, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.08537657936294944, ""intercept"": 0.04552152777777779, ""unchanged"": 0.0}"
A,basket,transfer,per_term,30,median,6,always_down,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,0,12,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 12, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 12, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": null, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,30,median,6,always_up,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,12,0,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 12}}","{""down"": null, ""flat"": null, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,30,median,6,basket,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.18138796963252302,0.21559699797625312,-0.14921028114715454,0.864031256170767,12,0,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 12}}","{""down"": null, ""flat"": null, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 1.0}",0,"{""history"": 0.011652543697555001, ""intercept"": 0.017937969632523004, ""unchanged"": -1.1526536970341437}"
A,basket,transfer,per_term,30,median,6,history,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.16973542593496802,0.23234502508019558,-0.10806245802972364,0.8727660235987371,12,0,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 12}}","{""down"": null, ""flat"": null, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 1.0}",0,"{""history"": 0.0, ""intercept"": 0.006285425934968003, ""unchanged"": -1.1643062407316989}"
A,basket,transfer,per_term,30,median,6,intercept,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.16345,0.23512349060298793,-0.024591666666666716,0.8774775900302965,12,0,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 12}}","{""down"": null, ""flat"": null, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 1.0}",0,"{""history"": -0.006285425934968003, ""intercept"": 0.0, ""unchanged"": -1.1705916666666667}"
A,basket,transfer,per_term,30,median,6,rolling,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.13294257799478046,0.15232100864578735,-0.04906292292410358,0.9003460076873308,12,0,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 12}}","{""down"": null, ""flat"": null, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 1.0}",0,"{""history"": -0.036792847940187556, ""intercept"": -0.030507422005219553, ""unchanged"": -1.2010990886718864}"
A,basket,transfer,per_term,30,median,6,unchanged,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,1.3340416666666668,1.3543801069739125,-1.3340416666666668,0.0,0,0,12,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 12, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 12, ""up"": 0}}","{""down"": null, ""flat"": 0.0, ""up"": null}","{""down"": null, ""flat"": null, ""up"": 0.0}",0,"{""history"": 1.1643062407316989, ""intercept"": 1.1705916666666667, ""unchanged"": 0.0}"
A,basket,transfer,per_term,30,median,all,always_down,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,0,27,0,9,"{""down"": 0, ""flat"": 9, ""up"": 27}","{""down"": 36, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 9, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 27, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,30,median,all,always_up,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,27,0,0,9,"{""down"": 0, ""flat"": 9, ""up"": 27}","{""down"": 0, ""flat"": 0, ""up"": 36}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 9}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 27}}","{""down"": null, ""flat"": null, ""up"": 0.75}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,30,median,all,basket,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.1841637060174907,0.22563241000656725,-0.14426649296218064,0.6974102180858646,25,0,8,3,"{""down"": 0, ""flat"": 9, ""up"": 27}","{""down"": 0, ""flat"": 14, ""up"": 22}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 6, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 8, ""up"": 19}}","{""down"": null, ""flat"": 0.42857142857142855, ""up"": 0.8636363636363636}","{""down"": null, ""flat"": 0.6666666666666666, ""up"": 0.7037037037037037}",0,"{""history"": 0.012764346949650035, ""intercept"": 0.014709770832305513, ""unchanged"": -0.42446129398250926}"
A,basket,transfer,per_term,30,median,all,history,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.17139935906784068,0.22526344644686408,-0.12097241131391877,0.7183826509462465,26,0,7,3,"{""down"": 0, ""flat"": 9, ""up"": 27}","{""down"": 0, ""flat"": 13, ""up"": 23}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 6, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 7, ""up"": 20}}","{""down"": null, ""flat"": 0.46153846153846156, ""up"": 0.8695652173913043}","{""down"": null, ""flat"": 0.6666666666666666, ""up"": 0.7407407407407407}",0,"{""history"": 0.0, ""intercept"": 0.0019454238826554782, ""unchanged"": -0.4372256409321593}"
A,basket,transfer,per_term,30,median,all,intercept,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.1694539351851852,0.21436583744021687,-0.010744907407407429,0.7215790754813141,27,0,0,9,"{""down"": 0, ""flat"": 9, ""up"": 27}","{""down"": 0, ""flat"": 0, ""up"": 36}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 9}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 27}}","{""down"": null, ""flat"": null, ""up"": 0.75}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": -0.0019454238826554782, ""intercept"": 0.0, ""unchanged"": -0.43917106481481477}"
A,basket,transfer,per_term,30,median,all,rolling,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.1706359209149618,0.20991818880876595,-0.11315937676316085,0.7196370163648194,25,0,8,3,"{""down"": 0, ""flat"": 9, ""up"": 27}","{""down"": 0, ""flat"": 14, ""up"": 22}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 6, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 8, ""up"": 19}}","{""down"": null, ""flat"": 0.42857142857142855, ""up"": 0.8636363636363636}","{""down"": null, ""flat"": 0.6666666666666666, ""up"": 0.7037037037037037}",0,"{""history"": -0.0007634381528788814, ""intercept"": 0.0011819857297765968, ""unchanged"": -0.43798907908503815}"
A,basket,transfer,per_term,30,median,all,unchanged,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.608625,0.8247435808581154,-0.6084472222222223,0.0,9,0,27,0,"{""down"": 0, ""flat"": 9, ""up"": 27}","{""down"": 0, ""flat"": 36, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 9, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 27, ""up"": 0}}","{""down"": null, ""flat"": 0.25, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.4372256409321593, ""intercept"": 0.43917106481481477, ""unchanged"": 0.0}"
A,basket,transfer,per_term,30,p20,12,always_down,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,0,12,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 12, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 12, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": null, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,30,p20,12,always_up,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,12,0,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 12}}","{""down"": null, ""flat"": null, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,30,p20,12,basket,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.21236968358747904,0.22462986903999344,-0.21236968358747904,0.3562279080862557,4,0,8,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 8, ""up"": 4}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 8, ""up"": 4}}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 0.3333333333333333}",0,"{""history"": 0.004283717702535106, ""intercept"": 0.1123752391430346, ""unchanged"": -0.11751364974585432}"
A,basket,transfer,per_term,30,p20,12,history,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.20808596588494394,0.22186448537652625,-0.20808596588494394,0.3692134616734889,5,0,7,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 7, ""up"": 5}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 7, ""up"": 5}}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 0.4166666666666667}",0,"{""history"": 0.0, ""intercept"": 0.1080915214404995, ""unchanged"": -0.12179736744838943}"
A,basket,transfer,per_term,30,p20,12,intercept,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.09999444444444444,0.1176780862153555,-0.08510555555555555,0.6968793681267789,12,0,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 12}}","{""down"": null, ""flat"": null, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 1.0}",0,"{""history"": -0.1080915214404995, ""intercept"": 0.0, ""unchanged"": -0.22988888888888892}"
A,basket,transfer,per_term,30,p20,12,rolling,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.21538161677084622,0.2272736349317117,-0.21538161677084622,0.3470976099504486,4,0,8,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 8, ""up"": 4}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 8, ""up"": 4}}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 0.3333333333333333}",0,"{""history"": 0.007295650885902283, ""intercept"": 0.11538717232640178, ""unchanged"": -0.11450171656248714}"
A,basket,transfer,per_term,30,p20,12,unchanged,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.32988333333333336,0.3397472442861016,-0.32988333333333336,0.0,0,0,12,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 12, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 12, ""up"": 0}}","{""down"": null, ""flat"": 0.0, ""up"": null}","{""down"": null, ""flat"": null, ""up"": 0.0}",0,"{""history"": 0.12179736744838943, ""intercept"": 0.22988888888888892, ""unchanged"": 0.0}"
A,basket,transfer,per_term,30,p20,24,always_down,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,0,7,0,5,"{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": 12, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 5, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 7, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,30,p20,24,always_up,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,7,0,0,5,"{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 7}}","{""down"": null, ""flat"": null, ""up"": 0.5833333333333334}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,basket,transfer,per_term,30,p20,24,basket,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.03447996670968312,0.04332867998389808,-0.010777238347479796,0.7915043585204347,8,0,3,1,"{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": 0, ""flat"": 7, ""up"": 5}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 4, ""up"": 1}, ""up"": {""down"": 0, ""flat"": 3, ""up"": 4}}","{""down"": null, ""flat"": 0.5714285714285714, ""up"": 0.8}","{""down"": null, ""flat"": 0.8, ""up"": 0.5714285714285714}",0,"{""history"": -0.0043570577036302904, ""intercept"": -0.02891169995698356, ""unchanged"": -0.13089503329031688}"
A,basket,transfer,per_term,30,p20,24,history,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.03883702441331341,0.04730320072669872,-0.011462845595120723,0.7651578266768653,6,0,3,3,"{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 2, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 3, ""up"": 4}}","{""down"": null, ""flat"": 0.4, ""up"": 0.5714285714285714}","{""down"": null, ""flat"": 0.4, ""up"": 0.5714285714285714}",0,"{""history"": 0.0, ""intercept"": -0.02455464225335327, ""unchanged"": -0.12653797558668659}"
A,basket,transfer,per_term,30,p20,24,intercept,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.06339166666666668,0.07315768927460738,0.058775000000000015,0.6166792642983119,7,0,0,5,"{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 7}}","{""down"": null, ""flat"": null, ""up"": 0.5833333333333334}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.02455464225335327, ""intercept"": 0.0, ""unchanged"": -0.10198333333333331}"
A,basket,transfer,per_term,30,p20,24,rolling,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.03433609425261413,0.042822618212217806,-0.009772139632135085,0.7923743355850997,9,0,2,1,"{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": 0, ""flat"": 6, ""up"": 6}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 4, ""up"": 1}, ""up"": {""down"": 0, ""flat"": 2, ""up"": 5}}","{""down"": null, ""flat"": 0.6666666666666666, ""up"": 0.8333333333333334}","{""down"": null, ""flat"": 0.8, ""up"": 0.7142857142857143}",0,"{""history"": -0.0045009301606992805, ""intercept"": -0.02905557241405255, ""unchanged"": -0.13103890574738586}"
