study,cohort,protocol,scope,horizon,quantile,term,model,n,issue_days,first_issue,last_issue,first_target,last_target,mae,rmse,bias,skill,correct,wrong_way,missed_move,false_move,actual_balance,predicted_balance,confusion,precision,recall,raw_saved_class_disagreements,mae_minus
A,native,transfer,per_term,30,median,all,unchanged,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.608625,0.8247435808581154,-0.6084472222222223,0.0,9,0,27,0,"{""down"": 0, ""flat"": 9, ""up"": 27}","{""down"": 0, ""flat"": 36, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 9, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 27, ""up"": 0}}","{""down"": null, ""flat"": 0.25, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.4372256409321593, ""intercept"": 0.43917106481481477, ""unchanged"": 0.0}"
A,native,transfer,per_term,30,p20,12,always_down,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,0,12,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 12, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 12, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": null, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p20,12,always_up,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,12,0,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 12}}","{""down"": null, ""flat"": null, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p20,12,history,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.20808596588494394,0.22186448537652625,-0.20808596588494394,0.3692134616734889,5,0,7,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 7, ""up"": 5}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 7, ""up"": 5}}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 0.4166666666666667}",0,"{""history"": 0.0, ""intercept"": 0.1080915214404995, ""unchanged"": -0.12179736744838943}"
A,native,transfer,per_term,30,p20,12,intercept,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.09999444444444444,0.1176780862153555,-0.08510555555555555,0.6968793681267789,12,0,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 12}}","{""down"": null, ""flat"": null, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 1.0}",0,"{""history"": -0.1080915214404995, ""intercept"": 0.0, ""unchanged"": -0.22988888888888892}"
A,native,transfer,per_term,30,p20,12,rolling,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.21538161677084622,0.2272736349317117,-0.21538161677084622,0.3470976099504486,4,0,8,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 8, ""up"": 4}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 8, ""up"": 4}}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 0.3333333333333333}",0,"{""history"": 0.007295650885902283, ""intercept"": 0.11538717232640178, ""unchanged"": -0.11450171656248714}"
A,native,transfer,per_term,30,p20,12,unchanged,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.32988333333333336,0.3397472442861016,-0.32988333333333336,0.0,0,0,12,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 12, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 12, ""up"": 0}}","{""down"": null, ""flat"": 0.0, ""up"": null}","{""down"": null, ""flat"": null, ""up"": 0.0}",0,"{""history"": 0.12179736744838943, ""intercept"": 0.22988888888888892, ""unchanged"": 0.0}"
A,native,transfer,per_term,30,p20,24,always_down,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,0,7,0,5,"{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": 12, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 5, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 7, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p20,24,always_up,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,7,0,0,5,"{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 7}}","{""down"": null, ""flat"": null, ""up"": 0.5833333333333334}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p20,24,history,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.03883702441331341,0.04730320072669872,-0.011462845595120723,0.7651578266768653,6,0,3,3,"{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 2, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 3, ""up"": 4}}","{""down"": null, ""flat"": 0.4, ""up"": 0.5714285714285714}","{""down"": null, ""flat"": 0.4, ""up"": 0.5714285714285714}",0,"{""history"": 0.0, ""intercept"": -0.02455464225335327, ""unchanged"": -0.12653797558668659}"
A,native,transfer,per_term,30,p20,24,intercept,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.06339166666666668,0.07315768927460738,0.058775000000000015,0.6166792642983119,7,0,0,5,"{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 7}}","{""down"": null, ""flat"": null, ""up"": 0.5833333333333334}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.02455464225335327, ""intercept"": 0.0, ""unchanged"": -0.10198333333333331}"
A,native,transfer,per_term,30,p20,24,rolling,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.03433609425261413,0.042822618212217806,-0.009772139632135085,0.7923743355850997,9,0,2,1,"{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": 0, ""flat"": 6, ""up"": 6}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 4, ""up"": 1}, ""up"": {""down"": 0, ""flat"": 2, ""up"": 5}}","{""down"": null, ""flat"": 0.6666666666666666, ""up"": 0.8333333333333334}","{""down"": null, ""flat"": 0.8, ""up"": 0.7142857142857143}",0,"{""history"": -0.0045009301606992805, ""intercept"": -0.02905557241405255, ""unchanged"": -0.13103890574738586}"
A,native,transfer,per_term,30,p20,24,unchanged,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.165375,0.17101589838374676,-0.165375,0.0,5,0,7,0,"{""down"": 0, ""flat"": 5, ""up"": 7}","{""down"": 0, ""flat"": 12, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 5, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 7, ""up"": 0}}","{""down"": null, ""flat"": 0.4166666666666667, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.12653797558668659, ""intercept"": 0.10198333333333331, ""unchanged"": 0.0}"
A,native,transfer,per_term,30,p20,6,always_down,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,0,12,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 12, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 12, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": null, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p20,6,always_up,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,12,0,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 12}}","{""down"": null, ""flat"": null, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p20,6,history,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.40780450924290423,0.49208242633582877,-0.40780450924290423,0.7308620770889445,12,0,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 12}}","{""down"": null, ""flat"": null, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 1.0}",0,"{""history"": 0.0, ""intercept"": 0.032766546279941244, ""unchanged"": -1.1074204907570957}"
A,native,transfer,per_term,30,p20,6,intercept,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.375037962962963,0.46999926030116473,-0.35989444444444446,0.7524869488274263,12,0,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 12}}","{""down"": null, ""flat"": null, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 1.0}",0,"{""history"": -0.032766546279941244, ""intercept"": 0.0, ""unchanged"": -1.140187037037037}"
A,native,transfer,per_term,30,p20,6,rolling,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.3768018676013121,0.45728041567546224,-0.3768018676013121,0.7513228282259651,12,0,0,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 12}}","{""down"": null, ""flat"": null, ""up"": 1.0}","{""down"": null, ""flat"": null, ""up"": 1.0}",0,"{""history"": -0.03100264164159211, ""intercept"": 0.0017639046383491341, ""unchanged"": -1.138423132398688}"
A,native,transfer,per_term,30,p20,6,unchanged,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,1.515225,1.545083199755491,-1.515225,0.0,0,0,12,0,"{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": 0, ""flat"": 12, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 12, ""up"": 0}}","{""down"": null, ""flat"": 0.0, ""up"": null}","{""down"": null, ""flat"": null, ""up"": 0.0}",0,"{""history"": 1.1074204907570957, ""intercept"": 1.140187037037037, ""unchanged"": 0.0}"
A,native,transfer,per_term,30,p20,all,always_down,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,0,31,0,5,"{""down"": 0, ""flat"": 5, ""up"": 31}","{""down"": 36, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 5, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 31, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p20,all,always_up,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,31,0,0,5,"{""down"": 0, ""flat"": 5, ""up"": 31}","{""down"": 0, ""flat"": 0, ""up"": 36}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 31}}","{""down"": null, ""flat"": null, ""up"": 0.8611111111111112}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p20,all,history,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.21824249984705385,0.312839978785181,-0.20911777357432296,0.674343234442218,23,0,10,3,"{""down"": 0, ""flat"": 5, ""up"": 31}","{""down"": 0, ""flat"": 12, ""up"": 24}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 2, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 10, ""up"": 21}}","{""down"": null, ""flat"": 0.16666666666666666, ""up"": 0.875}","{""down"": null, ""flat"": 0.4, ""up"": 0.6774193548387096}",0,"{""history"": 0.0, ""intercept"": 0.038767808489029165, ""unchanged"": -0.45191861126405725}"
A,native,transfer,per_term,30,p20,all,intercept,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.17947469135802468,0.28290132800380574,-0.12874166666666667,0.732191724672803,31,0,0,5,"{""down"": 0, ""flat"": 5, ""up"": 31}","{""down"": 0, ""flat"": 0, ""up"": 36}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 5}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 31}}","{""down"": null, ""flat"": null, ""up"": 0.8611111111111112}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": -0.038767808489029165, ""intercept"": 0.0, ""unchanged"": -0.4906864197530864}"
A,native,transfer,per_term,30,p20,all,rolling,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.20883985954159082,0.29585608006030334,-0.2006518746680978,0.6883736521277111,25,0,10,1,"{""down"": 0, ""flat"": 5, ""up"": 31}","{""down"": 0, ""flat"": 14, ""up"": 22}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 4, ""up"": 1}, ""up"": {""down"": 0, ""flat"": 10, ""up"": 21}}","{""down"": null, ""flat"": 0.2857142857142857, ""up"": 0.9545454545454546}","{""down"": null, ""flat"": 0.8, ""up"": 0.6774193548387096}",0,"{""history"": -0.009402640305463034, ""intercept"": 0.02936516818356613, ""unchanged"": -0.4613212515695203}"
A,native,transfer,per_term,30,p20,all,unchanged,36,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.6701611111111111,0.9186868747777388,-0.6701611111111111,0.0,5,0,31,0,"{""down"": 0, ""flat"": 5, ""up"": 31}","{""down"": 0, ""flat"": 36, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 5, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 31, ""up"": 0}}","{""down"": null, ""flat"": 0.1388888888888889, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.45191861126405725, ""intercept"": 0.4906864197530864, ""unchanged"": 0.0}"
A,native,transfer,per_term,30,p80,12,always_down,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,0,9,0,3,"{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": 12, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 3, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 9, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p80,12,always_up,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,9,0,0,3,"{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 9}}","{""down"": null, ""flat"": null, ""up"": 0.75}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p80,12,history,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.14315664050498006,0.2154937218782125,-0.041811991555576154,0.5324988608121263,9,0,0,3,"{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 9}}","{""down"": null, ""flat"": null, ""up"": 0.75}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.0, ""intercept"": -0.03132947060613106, ""unchanged"": -0.16306002616168658}"
A,native,transfer,per_term,30,p80,12,intercept,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.17448611111111112,0.23572174690046216,0.007337500000000034,0.43018741268890937,9,0,0,3,"{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 9}}","{""down"": null, ""flat"": null, ""up"": 0.75}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.03132947060613106, ""intercept"": 0.0, ""unchanged"": -0.13173055555555552}"
A,native,transfer,per_term,30,p80,12,rolling,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.1244134446049315,0.2064928702569669,-0.06239658747760182,0.5937077953357703,9,0,0,3,"{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 3}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 9}}","{""down"": null, ""flat"": null, ""up"": 0.75}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": -0.018743195900048554, ""intercept"": -0.050072666506179614, ""unchanged"": -0.18180322206173513}"
A,native,transfer,per_term,30,p80,12,unchanged,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.30621666666666664,0.3863671181661296,-0.30621666666666664,0.0,3,0,9,0,"{""down"": 0, ""flat"": 3, ""up"": 9}","{""down"": 0, ""flat"": 12, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 3, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 9, ""up"": 0}}","{""down"": null, ""flat"": 0.25, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.16306002616168658, ""intercept"": 0.13173055555555552, ""unchanged"": 0.0}"
A,native,transfer,per_term,30,p80,24,always_down,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,0,5,0,7,"{""down"": 0, ""flat"": 7, ""up"": 5}","{""down"": 12, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 7, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 5, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p80,24,always_up,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,5,0,0,7,"{""down"": 0, ""flat"": 7, ""up"": 5}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 7}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 5}}","{""down"": null, ""flat"": null, ""up"": 0.4166666666666667}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p80,24,history,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.1985454858888291,0.23371786032222241,0.01704530470483539,0.09803299993717629,5,0,0,7,"{""down"": 0, ""flat"": 7, ""up"": 5}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 7}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 5}}","{""down"": null, ""flat"": null, ""up"": 0.4166666666666667}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.0, ""intercept"": -0.01138298633339313, ""unchanged"": -0.021579514111170928}"
A,native,transfer,per_term,30,p80,24,intercept,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.20992847222222222,0.24137963639808094,0.02998194444444442,0.04632153448167087,5,0,0,7,"{""down"": 0, ""flat"": 7, ""up"": 5}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 7}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 5}}","{""down"": null, ""flat"": null, ""up"": 0.4166666666666667}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.01138298633339313, ""intercept"": 0.0, ""unchanged"": -0.010196527777777797}"
A,native,transfer,per_term,30,p80,24,rolling,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.1986832122360189,0.2336443812064842,0.017051148892477386,0.0974073265825377,5,0,0,7,"{""down"": 0, ""flat"": 7, ""up"": 5}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 7}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 5}}","{""down"": null, ""flat"": null, ""up"": 0.4166666666666667}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.00013772634718980936, ""intercept"": -0.011245259986203321, ""unchanged"": -0.02144178776398112}"
A,native,transfer,per_term,30,p80,24,unchanged,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.22012500000000002,0.3253002113433067,-0.22012500000000002,0.0,7,0,5,0,"{""down"": 0, ""flat"": 7, ""up"": 5}","{""down"": 0, ""flat"": 12, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 7, ""up"": 0}, ""up"": {""down"": 0, ""flat"": 5, ""up"": 0}}","{""down"": null, ""flat"": 0.5833333333333334, ""up"": null}","{""down"": null, ""flat"": 1.0, ""up"": 0.0}",0,"{""history"": 0.021579514111170928, ""intercept"": 0.010196527777777797, ""unchanged"": 0.0}"
A,native,transfer,per_term,30,p80,6,always_down,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,0,11,0,1,"{""down"": 0, ""flat"": 1, ""up"": 11}","{""down"": 12, ""flat"": 0, ""up"": 0}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 1, ""flat"": 0, ""up"": 0}, ""up"": {""down"": 11, ""flat"": 0, ""up"": 0}}","{""down"": 0.0, ""flat"": null, ""up"": null}","{""down"": null, ""flat"": 0.0, ""up"": 0.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p80,6,always_up,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,,,,,11,0,0,1,"{""down"": 0, ""flat"": 1, ""up"": 11}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 1}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 11}}","{""down"": null, ""flat"": null, ""up"": 0.9166666666666666}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": null, ""intercept"": null, ""unchanged"": null}"
A,native,transfer,per_term,30,p80,6,history,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.4484419414499298,0.53565935674724,0.10806525690137984,0.5530367619293539,11,0,0,1,"{""down"": 0, ""flat"": 1, ""up"": 11}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 1}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 11}}","{""down"": null, ""flat"": null, ""up"": 0.9166666666666666}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.0, ""intercept"": -0.03878815114266282, ""unchanged"": -0.5548663918834034}"
A,native,transfer,per_term,30,p80,6,intercept,12,12,2026-08-03,2026-08-14,2026-09-02,2026-09-13,0.48723009259259265,0.6543389973705819,0.2645222222222222,0.514376511780932,11,0,0,1,"{""down"": 0, ""flat"": 1, ""up"": 11}","{""down"": 0, ""flat"": 0, ""up"": 12}","{""down"": {""down"": 0, ""flat"": 0, ""up"": 0}, ""flat"": {""down"": 0, ""flat"": 0, ""up"": 1}, ""up"": {""down"": 0, ""flat"": 0, ""up"": 11}}","{""down"": null, ""flat"": null, ""up"": 0.9166666666666666}","{""down"": null, ""flat"": 0.0, ""up"": 1.0}",0,"{""history"": 0.03878815114266282, ""intercept"": 0.0, ""unchanged"": -0.5160782407407406}"
