id,horizon,cohort,protocol,cutoff,scope,term,training_basis,training_rows,training_days,test_rows,available
30|native|rolling_observed|2026-06-07|per_term|12,30,native,rolling_observed,2026-06-07,per_term,12,observed_seller_data,22,22,1,True
30|native|rolling_observed|2026-06-07|per_term|24,30,native,rolling_observed,2026-06-07,per_term,24,observed_seller_data,22,22,1,True
30|native|rolling_observed|2026-06-08|pooled|all,30,native,rolling_observed,2026-06-08,pooled,all,observed_seller_data,69,23,3,True
30|native|rolling_observed|2026-06-08|per_term|6,30,native,rolling_observed,2026-06-08,per_term,6,observed_seller_data,23,23,1,True
30|native|rolling_observed|2026-06-08|per_term|12,30,native,rolling_observed,2026-06-08,per_term,12,observed_seller_data,23,23,1,True
30|native|rolling_observed|2026-06-08|per_term|24,30,native,rolling_observed,2026-06-08,per_term,24,observed_seller_data,23,23,1,True
30|native|rolling_observed|2026-06-09|pooled|all,30,native,rolling_observed,2026-06-09,pooled,all,observed_seller_data,72,24,3,True
30|native|rolling_observed|2026-06-09|per_term|6,30,native,rolling_observed,2026-06-09,per_term,6,observed_seller_data,24,24,1,True
30|native|rolling_observed|2026-06-09|per_term|12,30,native,rolling_observed,2026-06-09,per_term,12,observed_seller_data,24,24,1,True
30|native|rolling_observed|2026-06-09|per_term|24,30,native,rolling_observed,2026-06-09,per_term,24,observed_seller_data,24,24,1,True
30|native|rolling_observed|2026-06-10|pooled|all,30,native,rolling_observed,2026-06-10,pooled,all,observed_seller_data,75,25,3,True
30|native|rolling_observed|2026-06-10|per_term|6,30,native,rolling_observed,2026-06-10,per_term,6,observed_seller_data,25,25,1,True
30|native|rolling_observed|2026-06-10|per_term|12,30,native,rolling_observed,2026-06-10,per_term,12,observed_seller_data,25,25,1,True
30|native|rolling_observed|2026-06-10|per_term|24,30,native,rolling_observed,2026-06-10,per_term,24,observed_seller_data,25,25,1,True
30|native|rolling_observed|2026-06-11|pooled|all,30,native,rolling_observed,2026-06-11,pooled,all,observed_seller_data,78,26,3,True
30|native|rolling_observed|2026-06-11|per_term|6,30,native,rolling_observed,2026-06-11,per_term,6,observed_seller_data,26,26,1,True
30|native|rolling_observed|2026-06-11|per_term|12,30,native,rolling_observed,2026-06-11,per_term,12,observed_seller_data,26,26,1,True
30|native|rolling_observed|2026-06-11|per_term|24,30,native,rolling_observed,2026-06-11,per_term,24,observed_seller_data,26,26,1,True
30|native|rolling_observed|2026-06-12|pooled|all,30,native,rolling_observed,2026-06-12,pooled,all,observed_seller_data,81,27,3,True
30|native|rolling_observed|2026-06-12|per_term|6,30,native,rolling_observed,2026-06-12,per_term,6,observed_seller_data,27,27,1,True
30|native|rolling_observed|2026-06-12|per_term|12,30,native,rolling_observed,2026-06-12,per_term,12,observed_seller_data,27,27,1,True
30|native|rolling_observed|2026-06-12|per_term|24,30,native,rolling_observed,2026-06-12,per_term,24,observed_seller_data,27,27,1,True
30|native|rolling_observed|2026-06-13|pooled|all,30,native,rolling_observed,2026-06-13,pooled,all,observed_seller_data,84,28,3,True
30|native|rolling_observed|2026-06-13|per_term|6,30,native,rolling_observed,2026-06-13,per_term,6,observed_seller_data,28,28,1,True
30|native|rolling_observed|2026-06-13|per_term|12,30,native,rolling_observed,2026-06-13,per_term,12,observed_seller_data,28,28,1,True
30|native|rolling_observed|2026-06-13|per_term|24,30,native,rolling_observed,2026-06-13,per_term,24,observed_seller_data,28,28,1,True
30|native|rolling_observed|2026-06-14|pooled|all,30,native,rolling_observed,2026-06-14,pooled,all,observed_seller_data,87,29,3,True
30|native|rolling_observed|2026-06-14|per_term|6,30,native,rolling_observed,2026-06-14,per_term,6,observed_seller_data,29,29,1,True
30|native|rolling_observed|2026-06-14|per_term|12,30,native,rolling_observed,2026-06-14,per_term,12,observed_seller_data,29,29,1,True
30|native|rolling_observed|2026-06-14|per_term|24,30,native,rolling_observed,2026-06-14,per_term,24,observed_seller_data,29,29,1,True
30|native|rolling_observed|2026-06-15|pooled|all,30,native,rolling_observed,2026-06-15,pooled,all,observed_seller_data,90,30,3,True
30|native|rolling_observed|2026-06-15|per_term|6,30,native,rolling_observed,2026-06-15,per_term,6,observed_seller_data,30,30,1,True
30|native|rolling_observed|2026-06-15|per_term|12,30,native,rolling_observed,2026-06-15,per_term,12,observed_seller_data,30,30,1,True
30|native|rolling_observed|2026-06-15|per_term|24,30,native,rolling_observed,2026-06-15,per_term,24,observed_seller_data,30,30,1,True
30|native|rolling_observed|2026-06-16|pooled|all,30,native,rolling_observed,2026-06-16,pooled,all,observed_seller_data,93,31,3,True
30|native|rolling_observed|2026-06-16|per_term|6,30,native,rolling_observed,2026-06-16,per_term,6,observed_seller_data,31,31,1,True
30|native|rolling_observed|2026-06-16|per_term|12,30,native,rolling_observed,2026-06-16,per_term,12,observed_seller_data,31,31,1,True
30|native|rolling_observed|2026-06-16|per_term|24,30,native,rolling_observed,2026-06-16,per_term,24,observed_seller_data,31,31,1,True
30|native|rolling_observed|2026-06-17|pooled|all,30,native,rolling_observed,2026-06-17,pooled,all,observed_seller_data,96,32,3,True
30|native|rolling_observed|2026-06-17|per_term|6,30,native,rolling_observed,2026-06-17,per_term,6,observed_seller_data,32,32,1,True
30|native|rolling_observed|2026-06-17|per_term|12,30,native,rolling_observed,2026-06-17,per_term,12,observed_seller_data,32,32,1,True
30|native|rolling_observed|2026-06-17|per_term|24,30,native,rolling_observed,2026-06-17,per_term,24,observed_seller_data,32,32,1,True
30|native|rolling_observed|2026-06-18|pooled|all,30,native,rolling_observed,2026-06-18,pooled,all,observed_seller_data,99,33,3,True
30|native|rolling_observed|2026-06-18|per_term|6,30,native,rolling_observed,2026-06-18,per_term,6,observed_seller_data,33,33,1,True
30|native|rolling_observed|2026-06-18|per_term|12,30,native,rolling_observed,2026-06-18,per_term,12,observed_seller_data,33,33,1,True
30|native|rolling_observed|2026-06-18|per_term|24,30,native,rolling_observed,2026-06-18,per_term,24,observed_seller_data,33,33,1,True
30|native|rolling_observed|2026-06-19|pooled|all,30,native,rolling_observed,2026-06-19,pooled,all,observed_seller_data,102,34,3,True
30|native|rolling_observed|2026-06-19|per_term|6,30,native,rolling_observed,2026-06-19,per_term,6,observed_seller_data,34,34,1,True
30|native|rolling_observed|2026-06-19|per_term|12,30,native,rolling_observed,2026-06-19,per_term,12,observed_seller_data,34,34,1,True
30|native|rolling_observed|2026-06-19|per_term|24,30,native,rolling_observed,2026-06-19,per_term,24,observed_seller_data,34,34,1,True
30|native|rolling_observed|2026-06-20|pooled|all,30,native,rolling_observed,2026-06-20,pooled,all,observed_seller_data,105,35,3,True
30|native|rolling_observed|2026-06-20|per_term|6,30,native,rolling_observed,2026-06-20,per_term,6,observed_seller_data,35,35,1,True
30|native|rolling_observed|2026-06-20|per_term|12,30,native,rolling_observed,2026-06-20,per_term,12,observed_seller_data,35,35,1,True
30|native|rolling_observed|2026-06-20|per_term|24,30,native,rolling_observed,2026-06-20,per_term,24,observed_seller_data,35,35,1,True
30|native|rolling_observed|2026-06-21|pooled|all,30,native,rolling_observed,2026-06-21,pooled,all,observed_seller_data,108,36,3,True
30|native|rolling_observed|2026-06-21|per_term|6,30,native,rolling_observed,2026-06-21,per_term,6,observed_seller_data,36,36,1,True
30|native|rolling_observed|2026-06-21|per_term|12,30,native,rolling_observed,2026-06-21,per_term,12,observed_seller_data,36,36,1,True
30|native|rolling_observed|2026-06-21|per_term|24,30,native,rolling_observed,2026-06-21,per_term,24,observed_seller_data,36,36,1,True
30|native|rolling_observed|2026-06-22|pooled|all,30,native,rolling_observed,2026-06-22,pooled,all,observed_seller_data,111,37,3,True
30|native|rolling_observed|2026-06-22|per_term|6,30,native,rolling_observed,2026-06-22,per_term,6,observed_seller_data,37,37,1,True
30|native|rolling_observed|2026-06-22|per_term|12,30,native,rolling_observed,2026-06-22,per_term,12,observed_seller_data,37,37,1,True
30|native|rolling_observed|2026-06-22|per_term|24,30,native,rolling_observed,2026-06-22,per_term,24,observed_seller_data,37,37,1,True
30|native|rolling_observed|2026-06-23|pooled|all,30,native,rolling_observed,2026-06-23,pooled,all,observed_seller_data,114,38,3,True
30|native|rolling_observed|2026-06-23|per_term|6,30,native,rolling_observed,2026-06-23,per_term,6,observed_seller_data,38,38,1,True
30|native|rolling_observed|2026-06-23|per_term|12,30,native,rolling_observed,2026-06-23,per_term,12,observed_seller_data,38,38,1,True
30|native|rolling_observed|2026-06-23|per_term|24,30,native,rolling_observed,2026-06-23,per_term,24,observed_seller_data,38,38,1,True
30|native|rolling_observed|2026-06-24|pooled|all,30,native,rolling_observed,2026-06-24,pooled,all,observed_seller_data,117,39,3,True
30|native|rolling_observed|2026-06-24|per_term|6,30,native,rolling_observed,2026-06-24,per_term,6,observed_seller_data,39,39,1,True
30|native|rolling_observed|2026-06-24|per_term|12,30,native,rolling_observed,2026-06-24,per_term,12,observed_seller_data,39,39,1,True
30|native|rolling_observed|2026-06-24|per_term|24,30,native,rolling_observed,2026-06-24,per_term,24,observed_seller_data,39,39,1,True
30|native|rolling_observed|2026-06-25|pooled|all,30,native,rolling_observed,2026-06-25,pooled,all,observed_seller_data,120,40,3,True
30|native|rolling_observed|2026-06-25|per_term|6,30,native,rolling_observed,2026-06-25,per_term,6,observed_seller_data,40,40,1,True
30|native|rolling_observed|2026-06-25|per_term|12,30,native,rolling_observed,2026-06-25,per_term,12,observed_seller_data,40,40,1,True
30|native|rolling_observed|2026-06-25|per_term|24,30,native,rolling_observed,2026-06-25,per_term,24,observed_seller_data,40,40,1,True
30|native|rolling_observed|2026-06-26|pooled|all,30,native,rolling_observed,2026-06-26,pooled,all,observed_seller_data,123,41,3,True
30|native|rolling_observed|2026-06-26|per_term|6,30,native,rolling_observed,2026-06-26,per_term,6,observed_seller_data,41,41,1,True
30|native|rolling_observed|2026-06-26|per_term|12,30,native,rolling_observed,2026-06-26,per_term,12,observed_seller_data,41,41,1,True
30|native|rolling_observed|2026-06-26|per_term|24,30,native,rolling_observed,2026-06-26,per_term,24,observed_seller_data,41,41,1,True
30|native|rolling_canonical|2026-08-03|pooled|all,30,native,rolling_canonical,2026-08-03,pooled,all,canonical_calculation,0,0,3,False
30|native|rolling_canonical|2026-08-03|per_term|6,30,native,rolling_canonical,2026-08-03,per_term,6,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-03|per_term|12,30,native,rolling_canonical,2026-08-03,per_term,12,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-03|per_term|24,30,native,rolling_canonical,2026-08-03,per_term,24,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-04|pooled|all,30,native,rolling_canonical,2026-08-04,pooled,all,canonical_calculation,0,0,3,False
30|native|rolling_canonical|2026-08-04|per_term|6,30,native,rolling_canonical,2026-08-04,per_term,6,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-04|per_term|12,30,native,rolling_canonical,2026-08-04,per_term,12,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-04|per_term|24,30,native,rolling_canonical,2026-08-04,per_term,24,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-05|pooled|all,30,native,rolling_canonical,2026-08-05,pooled,all,canonical_calculation,0,0,3,False
30|native|rolling_canonical|2026-08-05|per_term|6,30,native,rolling_canonical,2026-08-05,per_term,6,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-05|per_term|12,30,native,rolling_canonical,2026-08-05,per_term,12,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-05|per_term|24,30,native,rolling_canonical,2026-08-05,per_term,24,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-06|pooled|all,30,native,rolling_canonical,2026-08-06,pooled,all,canonical_calculation,0,0,3,False
30|native|rolling_canonical|2026-08-06|per_term|6,30,native,rolling_canonical,2026-08-06,per_term,6,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-06|per_term|12,30,native,rolling_canonical,2026-08-06,per_term,12,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-06|per_term|24,30,native,rolling_canonical,2026-08-06,per_term,24,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-07|pooled|all,30,native,rolling_canonical,2026-08-07,pooled,all,canonical_calculation,0,0,3,False
30|native|rolling_canonical|2026-08-07|per_term|6,30,native,rolling_canonical,2026-08-07,per_term,6,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-07|per_term|12,30,native,rolling_canonical,2026-08-07,per_term,12,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-07|per_term|24,30,native,rolling_canonical,2026-08-07,per_term,24,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-08|pooled|all,30,native,rolling_canonical,2026-08-08,pooled,all,canonical_calculation,0,0,3,False
30|native|rolling_canonical|2026-08-08|per_term|6,30,native,rolling_canonical,2026-08-08,per_term,6,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-08|per_term|12,30,native,rolling_canonical,2026-08-08,per_term,12,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-08|per_term|24,30,native,rolling_canonical,2026-08-08,per_term,24,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-09|pooled|all,30,native,rolling_canonical,2026-08-09,pooled,all,canonical_calculation,0,0,3,False
30|native|rolling_canonical|2026-08-09|per_term|6,30,native,rolling_canonical,2026-08-09,per_term,6,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-09|per_term|12,30,native,rolling_canonical,2026-08-09,per_term,12,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-09|per_term|24,30,native,rolling_canonical,2026-08-09,per_term,24,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-10|pooled|all,30,native,rolling_canonical,2026-08-10,pooled,all,canonical_calculation,0,0,3,False
30|native|rolling_canonical|2026-08-10|per_term|6,30,native,rolling_canonical,2026-08-10,per_term,6,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-10|per_term|12,30,native,rolling_canonical,2026-08-10,per_term,12,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-10|per_term|24,30,native,rolling_canonical,2026-08-10,per_term,24,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-11|pooled|all,30,native,rolling_canonical,2026-08-11,pooled,all,canonical_calculation,0,0,3,False
30|native|rolling_canonical|2026-08-11|per_term|6,30,native,rolling_canonical,2026-08-11,per_term,6,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-11|per_term|12,30,native,rolling_canonical,2026-08-11,per_term,12,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-11|per_term|24,30,native,rolling_canonical,2026-08-11,per_term,24,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-12|pooled|all,30,native,rolling_canonical,2026-08-12,pooled,all,canonical_calculation,0,0,3,False
30|native|rolling_canonical|2026-08-12|per_term|6,30,native,rolling_canonical,2026-08-12,per_term,6,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-12|per_term|12,30,native,rolling_canonical,2026-08-12,per_term,12,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-12|per_term|24,30,native,rolling_canonical,2026-08-12,per_term,24,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-13|pooled|all,30,native,rolling_canonical,2026-08-13,pooled,all,canonical_calculation,0,0,3,False
30|native|rolling_canonical|2026-08-13|per_term|6,30,native,rolling_canonical,2026-08-13,per_term,6,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-13|per_term|12,30,native,rolling_canonical,2026-08-13,per_term,12,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-13|per_term|24,30,native,rolling_canonical,2026-08-13,per_term,24,canonical_calculation,0,0,1,False
30|native|rolling_canonical|2026-08-14|pooled|all,30,native,rolling_canonical,2026-08-14,pooled,all,canonical_calculation,0,0,3,False
