supplier,term,basis,date,median,offers,discount_offers,ids
Äänekosken Energia Oy,24,canonical_calculation,2026-09-01,9.8000,1,0,bdvpxy-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-24-kk-paastoton
Vaasan Sähkö Myynti Oy,24,canonical_calculation,2026-09-01,9.9900,1,1,bmc3xj-vaasan-sahko-myynti-oy-kiintea-24-kk-yleissahko
Oomi Oy,24,canonical_calculation,2026-09-01,9.5900,1,0,bw7bbd-oomi-oy-oomi-kiintea-24-kk
Porvoon Energia Oy,24,canonical_calculation,2026-09-01,10.2000,3,0,cbtp1d-porvoon-energia-oy-eko-24-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;e0ptpc-porvoon-energia-oy-wind-24-kk-kotimainen-tuulisahko;fkjlke-porvoon-energia-oy-ilmastoviisas-24-kk-co2-paastottomasti-tuotettu
Keravan Energia Oy,12,canonical_calculation,2026-09-01,11.0300,2,0,ciequj-keravan-energia-oy-perussahko-yleis-12-kk;qecu71-keravan-energia-oy-perussahko-luonnonvoima-12-kk
Nurmijärven Sähkö Oy,24,canonical_calculation,2026-09-01,10.4900,1,0,egjbb2-nurmijarven-sahko-oy-yleissahko-2-vuotta
Vattenfall Oy,24,canonical_calculation,2026-09-01,9.7800,3,1,ewhqdv-vattenfall-oy-taysvesi-24-kk;raryji-vattenfall-oy-ilmasto-mix-24-kk-perusmaksut-0-ensimmaiset-6-kk;wc1aeo-vattenfall-oy-taystuuli-24-kk
Hehku Energia Oy,24,canonical_calculation,2026-09-01,9.9350,2,2,ex4cv8-hehku-energia-oy-hehku-hiilivapaa-24-kk-0-kuukausimaksu-ensimmaiset-6-kk;gjtygv-hehku-energia-oy-hehku-kiintea-24-kk-0-kuukausimaksu-ensimmaiset-3-kk
Imatran Seudun Sähkö Oy,12,canonical_calculation,2026-09-01,10.9900,1,0,f9ycp4-imatran-seudun-sahko-oy-voima-12-kk
Alajärven Sähkö Oy,24,canonical_calculation,2026-09-01,9.9500,1,0,fg3irh-alajarven-sahko-oy-yleissahko-24-kk
Helen Oy,6,canonical_calculation,2026-09-01,13.4700,1,0,fw9xin-helen-oy-maaraaikainen-perussahko-6-kk
Kokkolan Energia Oy,12,canonical_calculation,2026-09-01,11.7100,1,0,fzf5dz-kokkolan-energia-oy-ranta-12-kk
Äänekosken Energia Oy,12,canonical_calculation,2026-09-01,10.6000,1,0,g7lm6n-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-12-kk-paastoton
Omavoima Oy,24,canonical_calculation,2026-09-01,9.6800,1,0,g7utdj-omavoima-oy-oma-24kk-yleis
Keravan Energia Oy,24,canonical_calculation,2026-09-01,9.7200,2,0,hhrdxs-keravan-energia-oy-perussahko-yleissahko;ijsblo-keravan-energia-oy-perussahko-luonnonvoima-24-kk
Vattenfall Oy,12,canonical_calculation,2026-09-01,10.7900,3,1,ikzbfd-vattenfall-oy-ilmasto-mix-12-kk-perusmaksut-0-ensimmaiset-3-kk;owp0nn-vattenfall-oy-taysvesi-12-kk;ybecwk-vattenfall-oy-taystuuli-12-kk
Pohjois-Karjalan Sähkö Oy,6,canonical_calculation,2026-09-01,14.4300,1,0,irbmyo-pohjois-karjalan-sahko-oy-optimi-takuu-6-kuukautta
Turku Energia Oy,12,canonical_calculation,2026-09-01,10.8800,1,0,j2ph5t-turku-energia-oy-louna-lahi-12kk
Vihreä Älyenergia Oy,24,canonical_calculation,2026-09-01,11.1400,1,0,j4egtj-vihrea-alyenergia-oy-vankka-kiintea-24-kk
Korpelan Energia Oy,24,canonical_calculation,2026-09-01,9.7500,1,0,jvdkfy-korpelan-energia-oy-korpela-kesto-kiintea-24-kk
Turku Energia Oy,6,canonical_calculation,2026-09-01,13.2500,1,0,k0gfqz-turku-energia-oy-louna-lahi-6kk
Omavoima Oy,12,canonical_calculation,2026-09-01,10.9700,1,0,kxtcxo-omavoima-oy-oma-12kk-yleis
Paneliankosken Voima Oy,24,canonical_calculation,2026-09-01,10.2000,1,0,l4vhmq-paneliankosken-voima-oy-kosken-vuosiwoima-24-kk
Pohjois-Karjalan Sähkö Oy,12,canonical_calculation,2026-09-01,12.2600,1,0,lqweuk-pohjois-karjalan-sahko-oy-optimi-takuu-12-kuukautta
Lammaisten Energia Oy,12,canonical_calculation,2026-09-01,12.2000,1,0,luufsn-lammaisten-energia-oy-iisi-helpposahko-yleissahko-12-kk
Fortum Markets Oy,24,canonical_calculation,2026-09-01,9.9900,1,0,n3dcim-fortum-markets-oy-fortum-takuu-24-kk
Kokkolan Energia Oy,24,canonical_calculation,2026-09-01,9.9800,1,0,qnaro2-kokkolan-energia-oy-ranta-24-kk
Vaasan Sähkö Myynti Oy,6,canonical_calculation,2026-09-01,13.7900,1,1,qndszc-vaasan-sahko-myynti-oy-kiintea-6-kk-yleissahko
Helen Oy,24,canonical_calculation,2026-09-01,9.6900,1,0,tenqy9-helen-oy-maaraaikainen-perussahko-24-kk
Helen Oy,12,canonical_calculation,2026-09-01,10.9900,1,0,u8smnc-helen-oy-maaraaikainen-perussahko-12-kk
Köyliön-Säkylän Sähkö Oy,24,canonical_calculation,2026-09-01,9.9000,1,0,v71f5y-koylion-sakylan-sahko-oy-lallin-maaris-2v
Alajärven Sähkö Oy,12,canonical_calculation,2026-09-01,11.0000,1,0,v7bvq3-alajarven-sahko-oy-yleissahko-12-kk
Imatran Seudun Sähkö Oy,6,canonical_calculation,2026-09-01,14.1000,1,0,wqfasx-imatran-seudun-sahko-oy-voima-6-kk
Turku Energia Oy,24,canonical_calculation,2026-09-01,9.7700,1,0,wt08n5-turku-energia-oy-louna-lahi-24kk
Paneliankosken Voima Oy,12,canonical_calculation,2026-09-01,11.2000,1,0,xxz4lc-paneliankosken-voima-oy-kosken-vuosiwoima-12-kk
Kokkolan Energia Oy,6,canonical_calculation,2026-09-01,13.5000,1,0,ybty3e-kokkolan-energia-oy-ranta-6-kk
Keravan Energia Oy,6,canonical_calculation,2026-09-01,13.2500,1,0,zuuky1-keravan-energia-oy-perussahko-yleis-6-kk
Porvoon Energia Oy,12,canonical_calculation,2026-09-02,11.9000,3,0,1wpize-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;wqtmog-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu;ycx4s3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko
Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,2026-09-02,11.2000,1,0,2b4lck-koylion-sakylan-sahko-oy-lallin-maaris-1v
Hehku Energia Oy,12,canonical_calculation,2026-09-02,11.2350,2,2,3nznl3-hehku-energia-oy-hehku-hiilivapaa-12-kk-0-kuukausimaksu-ensimmaiset-3-kk;e4auec-hehku-energia-oy-hehku-kiintea-12-kk-0-kuukausimaksu-ensimmaiset-3-kk
Koillis-Satakunnan Sähkö Oy,12,canonical_calculation,2026-09-02,10.8550,2,2,3ptapg-koillis-satakunnan-sahko-oy-vakaawirta-12-kk;9gznfq-koillis-satakunnan-sahko-oy-ikiwirta-12-kk
Imatran Seudun Sähkö Oy,24,canonical_calculation,2026-09-02,9.8900,1,0,4nobbg-imatran-seudun-sahko-oy-voima-24-kk
Lammaisten Energia Oy,24,canonical_calculation,2026-09-02,10.4200,1,0,6kwivc-lammaisten-energia-oy-iisi-helpposahko-yleissahko-24-kk
Koillis-Satakunnan Sähkö Oy,24,canonical_calculation,2026-09-02,9.9800,1,1,6lvgux-koillis-satakunnan-sahko-oy-vakaawirta-24-kk
Vihreä Älyenergia Oy,12,canonical_calculation,2026-09-02,11.4900,1,0,75a4j5-vihrea-alyenergia-oy-vankka-kiintea-12-kk
Oomi Oy,12,canonical_calculation,2026-09-02,10.7900,1,0,8riyee-oomi-oy-oomi-kiintea-12-kk
Korpelan Energia Oy,12,canonical_calculation,2026-09-02,10.9500,1,0,8yldkd-korpelan-energia-oy-korpela-kesto-kiintea-12-kk
Cheap Energy Finland Oy,24,canonical_calculation,2026-09-02,9.6500,1,1,a9robz-cheap-energy-finland-oy-cheap-maaraaikainen-24-kk-0-kuukausimaksu-ensimmaiset-4-kk
Pohjois-Karjalan Sähkö Oy,24,canonical_calculation,2026-09-02,10.1800,1,0,axwj57-pohjois-karjalan-sahko-oy-optimi-takuu-24-kuukautta
Nurmijärven Sähkö Oy,12,canonical_calculation,2026-09-02,11.4900,1,0,ayepwr-nurmijarven-sahko-oy-yleissahko-1-vuotta
Äänekosken Energia Oy,24,canonical_calculation,2026-09-02,9.8000,1,0,bdvpxy-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-24-kk-paastoton
Vaasan Sähkö Myynti Oy,24,canonical_calculation,2026-09-02,9.9900,1,1,bmc3xj-vaasan-sahko-myynti-oy-kiintea-24-kk-yleissahko
Oomi Oy,24,canonical_calculation,2026-09-02,9.5900,1,0,bw7bbd-oomi-oy-oomi-kiintea-24-kk
Porvoon Energia Oy,24,canonical_calculation,2026-09-02,10.2000,3,0,cbtp1d-porvoon-energia-oy-eko-24-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;e0ptpc-porvoon-energia-oy-wind-24-kk-kotimainen-tuulisahko;fkjlke-porvoon-energia-oy-ilmastoviisas-24-kk-co2-paastottomasti-tuotettu
Keravan Energia Oy,12,canonical_calculation,2026-09-02,11.0300,2,0,ciequj-keravan-energia-oy-perussahko-yleis-12-kk;qecu71-keravan-energia-oy-perussahko-luonnonvoima-12-kk
Nurmijärven Sähkö Oy,24,canonical_calculation,2026-09-02,10.4900,1,0,egjbb2-nurmijarven-sahko-oy-yleissahko-2-vuotta
Vattenfall Oy,24,canonical_calculation,2026-09-02,9.7800,3,1,ewhqdv-vattenfall-oy-taysvesi-24-kk;raryji-vattenfall-oy-ilmasto-mix-24-kk-perusmaksut-0-ensimmaiset-6-kk;wc1aeo-vattenfall-oy-taystuuli-24-kk
Hehku Energia Oy,24,canonical_calculation,2026-09-02,9.9350,2,2,ex4cv8-hehku-energia-oy-hehku-hiilivapaa-24-kk-0-kuukausimaksu-ensimmaiset-6-kk;gjtygv-hehku-energia-oy-hehku-kiintea-24-kk-0-kuukausimaksu-ensimmaiset-3-kk
Imatran Seudun Sähkö Oy,12,canonical_calculation,2026-09-02,10.9900,1,0,f9ycp4-imatran-seudun-sahko-oy-voima-12-kk
Alajärven Sähkö Oy,24,canonical_calculation,2026-09-02,9.9500,1,0,fg3irh-alajarven-sahko-oy-yleissahko-24-kk
Helen Oy,6,canonical_calculation,2026-09-02,13.4700,1,0,fw9xin-helen-oy-maaraaikainen-perussahko-6-kk
Kokkolan Energia Oy,12,canonical_calculation,2026-09-02,11.7100,1,0,fzf5dz-kokkolan-energia-oy-ranta-12-kk
Äänekosken Energia Oy,12,canonical_calculation,2026-09-02,10.6000,1,0,g7lm6n-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-12-kk-paastoton
Omavoima Oy,24,canonical_calculation,2026-09-02,9.6800,1,0,g7utdj-omavoima-oy-oma-24kk-yleis
Keravan Energia Oy,24,canonical_calculation,2026-09-02,9.7200,2,0,hhrdxs-keravan-energia-oy-perussahko-yleissahko;ijsblo-keravan-energia-oy-perussahko-luonnonvoima-24-kk
Vattenfall Oy,12,canonical_calculation,2026-09-02,10.7900,3,1,ikzbfd-vattenfall-oy-ilmasto-mix-12-kk-perusmaksut-0-ensimmaiset-3-kk;owp0nn-vattenfall-oy-taysvesi-12-kk;ybecwk-vattenfall-oy-taystuuli-12-kk
Pohjois-Karjalan Sähkö Oy,6,canonical_calculation,2026-09-02,14.4300,1,0,irbmyo-pohjois-karjalan-sahko-oy-optimi-takuu-6-kuukautta
Turku Energia Oy,12,canonical_calculation,2026-09-02,10.8800,1,0,j2ph5t-turku-energia-oy-louna-lahi-12kk
Vihreä Älyenergia Oy,24,canonical_calculation,2026-09-02,11.1400,1,0,j4egtj-vihrea-alyenergia-oy-vankka-kiintea-24-kk
Korpelan Energia Oy,24,canonical_calculation,2026-09-02,9.7500,1,0,jvdkfy-korpelan-energia-oy-korpela-kesto-kiintea-24-kk
Turku Energia Oy,6,canonical_calculation,2026-09-02,13.2500,1,0,k0gfqz-turku-energia-oy-louna-lahi-6kk
Omavoima Oy,12,canonical_calculation,2026-09-02,10.9700,1,0,kxtcxo-omavoima-oy-oma-12kk-yleis
Paneliankosken Voima Oy,24,canonical_calculation,2026-09-02,10.2000,1,0,l4vhmq-paneliankosken-voima-oy-kosken-vuosiwoima-24-kk
Pohjois-Karjalan Sähkö Oy,12,canonical_calculation,2026-09-02,12.2600,1,0,lqweuk-pohjois-karjalan-sahko-oy-optimi-takuu-12-kuukautta
Lammaisten Energia Oy,12,canonical_calculation,2026-09-02,12.2000,1,0,luufsn-lammaisten-energia-oy-iisi-helpposahko-yleissahko-12-kk
Fortum Markets Oy,24,canonical_calculation,2026-09-02,9.9900,1,0,n3dcim-fortum-markets-oy-fortum-takuu-24-kk
Kokkolan Energia Oy,24,canonical_calculation,2026-09-02,9.9800,1,0,qnaro2-kokkolan-energia-oy-ranta-24-kk
Vaasan Sähkö Myynti Oy,6,canonical_calculation,2026-09-02,13.7900,1,1,qndszc-vaasan-sahko-myynti-oy-kiintea-6-kk-yleissahko
Helen Oy,24,canonical_calculation,2026-09-02,9.6900,1,0,tenqy9-helen-oy-maaraaikainen-perussahko-24-kk
Helen Oy,12,canonical_calculation,2026-09-02,10.9900,1,0,u8smnc-helen-oy-maaraaikainen-perussahko-12-kk
Köyliön-Säkylän Sähkö Oy,24,canonical_calculation,2026-09-02,9.9000,1,0,v71f5y-koylion-sakylan-sahko-oy-lallin-maaris-2v
Alajärven Sähkö Oy,12,canonical_calculation,2026-09-02,11.0000,1,0,v7bvq3-alajarven-sahko-oy-yleissahko-12-kk
Imatran Seudun Sähkö Oy,6,canonical_calculation,2026-09-02,14.1000,1,0,wqfasx-imatran-seudun-sahko-oy-voima-6-kk
Turku Energia Oy,24,canonical_calculation,2026-09-02,9.7700,1,0,wt08n5-turku-energia-oy-louna-lahi-24kk
Paneliankosken Voima Oy,12,canonical_calculation,2026-09-02,11.2000,1,0,xxz4lc-paneliankosken-voima-oy-kosken-vuosiwoima-12-kk
Kokkolan Energia Oy,6,canonical_calculation,2026-09-02,13.5000,1,0,ybty3e-kokkolan-energia-oy-ranta-6-kk
Keravan Energia Oy,6,canonical_calculation,2026-09-02,13.2500,1,0,zuuky1-keravan-energia-oy-perussahko-yleis-6-kk
Keravan Energia Oy,12,canonical_calculation,2026-09-03,11.5300,2,0,0gmw0k-keravan-energia-oy-perussahko-yleis-12-kk;ckwbyg-keravan-energia-oy-perussahko-luonnonvoima-12-kk
Porvoon Energia Oy,12,canonical_calculation,2026-09-03,11.9000,3,0,1wpize-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;wqtmog-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu;ycx4s3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko
Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,2026-09-03,11.2000,1,0,2b4lck-koylion-sakylan-sahko-oy-lallin-maaris-1v
Hehku Energia Oy,12,canonical_calculation,2026-09-03,11.2350,2,2,3nznl3-hehku-energia-oy-hehku-hiilivapaa-12-kk-0-kuukausimaksu-ensimmaiset-3-kk;e4auec-hehku-energia-oy-hehku-kiintea-12-kk-0-kuukausimaksu-ensimmaiset-3-kk
Koillis-Satakunnan Sähkö Oy,12,canonical_calculation,2026-09-03,10.8550,2,2,3ptapg-koillis-satakunnan-sahko-oy-vakaawirta-12-kk;9gznfq-koillis-satakunnan-sahko-oy-ikiwirta-12-kk
Imatran Seudun Sähkö Oy,24,canonical_calculation,2026-09-03,9.8900,1,0,4nobbg-imatran-seudun-sahko-oy-voima-24-kk
Lammaisten Energia Oy,24,canonical_calculation,2026-09-03,10.4200,1,0,6kwivc-lammaisten-energia-oy-iisi-helpposahko-yleissahko-24-kk
Koillis-Satakunnan Sähkö Oy,24,canonical_calculation,2026-09-03,9.9800,1,1,6lvgux-koillis-satakunnan-sahko-oy-vakaawirta-24-kk
Vihreä Älyenergia Oy,12,canonical_calculation,2026-09-03,11.4900,1,0,75a4j5-vihrea-alyenergia-oy-vankka-kiintea-12-kk
Oomi Oy,12,canonical_calculation,2026-09-03,10.7900,1,0,8riyee-oomi-oy-oomi-kiintea-12-kk
Korpelan Energia Oy,12,canonical_calculation,2026-09-03,10.9500,1,0,8yldkd-korpelan-energia-oy-korpela-kesto-kiintea-12-kk
Cheap Energy Finland Oy,24,canonical_calculation,2026-09-03,9.6500,1,1,a9robz-cheap-energy-finland-oy-cheap-maaraaikainen-24-kk-0-kuukausimaksu-ensimmaiset-4-kk
Pohjois-Karjalan Sähkö Oy,24,canonical_calculation,2026-09-03,10.1800,1,0,axwj57-pohjois-karjalan-sahko-oy-optimi-takuu-24-kuukautta
Nurmijärven Sähkö Oy,12,canonical_calculation,2026-09-03,11.4900,1,0,ayepwr-nurmijarven-sahko-oy-yleissahko-1-vuotta
Äänekosken Energia Oy,24,canonical_calculation,2026-09-03,9.8000,1,0,bdvpxy-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-24-kk-paastoton
Vaasan Sähkö Myynti Oy,24,canonical_calculation,2026-09-03,9.9900,1,1,bmc3xj-vaasan-sahko-myynti-oy-kiintea-24-kk-yleissahko
Oomi Oy,24,canonical_calculation,2026-09-03,9.5900,1,0,bw7bbd-oomi-oy-oomi-kiintea-24-kk
Cheap Energy Finland Oy,12,canonical_calculation,2026-09-03,11.9900,1,0,bxoqen-cheap-energy-finland-oy-cheap-maaraaikainen-12-kk
Porvoon Energia Oy,24,canonical_calculation,2026-09-03,10.2000,3,0,cbtp1d-porvoon-energia-oy-eko-24-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;e0ptpc-porvoon-energia-oy-wind-24-kk-kotimainen-tuulisahko;fkjlke-porvoon-energia-oy-ilmastoviisas-24-kk-co2-paastottomasti-tuotettu
Nurmijärven Sähkö Oy,24,canonical_calculation,2026-09-03,10.4900,1,0,egjbb2-nurmijarven-sahko-oy-yleissahko-2-vuotta
Vattenfall Oy,24,canonical_calculation,2026-09-03,9.7800,3,1,ewhqdv-vattenfall-oy-taysvesi-24-kk;raryji-vattenfall-oy-ilmasto-mix-24-kk-perusmaksut-0-ensimmaiset-6-kk;wc1aeo-vattenfall-oy-taystuuli-24-kk
Hehku Energia Oy,24,canonical_calculation,2026-09-03,9.9350,2,2,ex4cv8-hehku-energia-oy-hehku-hiilivapaa-24-kk-0-kuukausimaksu-ensimmaiset-6-kk;gjtygv-hehku-energia-oy-hehku-kiintea-24-kk-0-kuukausimaksu-ensimmaiset-3-kk
Imatran Seudun Sähkö Oy,12,canonical_calculation,2026-09-03,10.9900,1,0,f9ycp4-imatran-seudun-sahko-oy-voima-12-kk
Alajärven Sähkö Oy,24,canonical_calculation,2026-09-03,9.9500,1,0,fg3irh-alajarven-sahko-oy-yleissahko-24-kk
Helen Oy,6,canonical_calculation,2026-09-03,13.4700,1,0,fw9xin-helen-oy-maaraaikainen-perussahko-6-kk
Keravan Energia Oy,6,canonical_calculation,2026-09-03,13.7500,1,0,fwj9qs-keravan-energia-oy-perussahko-yleis-6-kk
Äänekosken Energia Oy,12,canonical_calculation,2026-09-03,10.6000,1,0,g7lm6n-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-12-kk-paastoton
Omavoima Oy,24,canonical_calculation,2026-09-03,9.6800,1,0,g7utdj-omavoima-oy-oma-24kk-yleis
Keravan Energia Oy,24,canonical_calculation,2026-09-03,10.0300,2,0,gylwet-keravan-energia-oy-perussahko-yleissahko;i24cye-keravan-energia-oy-perussahko-luonnonvoima-24-kk
Vattenfall Oy,12,canonical_calculation,2026-09-03,10.7900,3,1,ikzbfd-vattenfall-oy-ilmasto-mix-12-kk-perusmaksut-0-ensimmaiset-3-kk;owp0nn-vattenfall-oy-taysvesi-12-kk;ybecwk-vattenfall-oy-taystuuli-12-kk
Pohjois-Karjalan Sähkö Oy,6,canonical_calculation,2026-09-03,14.4300,1,0,irbmyo-pohjois-karjalan-sahko-oy-optimi-takuu-6-kuukautta
Turku Energia Oy,12,canonical_calculation,2026-09-03,10.8800,1,0,j2ph5t-turku-energia-oy-louna-lahi-12kk
Vihreä Älyenergia Oy,24,canonical_calculation,2026-09-03,11.1400,1,0,j4egtj-vihrea-alyenergia-oy-vankka-kiintea-24-kk
Korpelan Energia Oy,24,canonical_calculation,2026-09-03,9.7500,1,0,jvdkfy-korpelan-energia-oy-korpela-kesto-kiintea-24-kk
Turku Energia Oy,6,canonical_calculation,2026-09-03,13.2500,1,0,k0gfqz-turku-energia-oy-louna-lahi-6kk
Kokkolan Energia Oy,12,canonical_calculation,2026-09-03,11.9700,1,0,kbsins-kokkolan-energia-oy-ranta-12-kk
Omavoima Oy,12,canonical_calculation,2026-09-03,10.9700,1,0,kxtcxo-omavoima-oy-oma-12kk-yleis
Paneliankosken Voima Oy,24,canonical_calculation,2026-09-03,10.2000,1,0,l4vhmq-paneliankosken-voima-oy-kosken-vuosiwoima-24-kk
Pohjois-Karjalan Sähkö Oy,12,canonical_calculation,2026-09-03,12.2600,1,0,lqweuk-pohjois-karjalan-sahko-oy-optimi-takuu-12-kuukautta
Lammaisten Energia Oy,12,canonical_calculation,2026-09-03,12.2000,1,0,luufsn-lammaisten-energia-oy-iisi-helpposahko-yleissahko-12-kk
Fortum Markets Oy,24,canonical_calculation,2026-09-03,9.9900,1,0,n3dcim-fortum-markets-oy-fortum-takuu-24-kk
Vaasan Sähkö Myynti Oy,6,canonical_calculation,2026-09-03,13.7900,1,1,qndszc-vaasan-sahko-myynti-oy-kiintea-6-kk-yleissahko
Helen Oy,24,canonical_calculation,2026-09-03,9.6900,1,0,tenqy9-helen-oy-maaraaikainen-perussahko-24-kk
Helen Oy,12,canonical_calculation,2026-09-03,10.9900,1,0,u8smnc-helen-oy-maaraaikainen-perussahko-12-kk
Köyliön-Säkylän Sähkö Oy,24,canonical_calculation,2026-09-03,9.9000,1,0,v71f5y-koylion-sakylan-sahko-oy-lallin-maaris-2v
Alajärven Sähkö Oy,12,canonical_calculation,2026-09-03,11.0000,1,0,v7bvq3-alajarven-sahko-oy-yleissahko-12-kk
Kokkolan Energia Oy,6,canonical_calculation,2026-09-03,14.5000,1,0,vxd09m-kokkolan-energia-oy-ranta-6-kk
Imatran Seudun Sähkö Oy,6,canonical_calculation,2026-09-03,14.1000,1,0,wqfasx-imatran-seudun-sahko-oy-voima-6-kk
Turku Energia Oy,24,canonical_calculation,2026-09-03,9.7700,1,0,wt08n5-turku-energia-oy-louna-lahi-24kk
Kokkolan Energia Oy,24,canonical_calculation,2026-09-03,10.4800,1,0,xttsgr-kokkolan-energia-oy-ranta-24-kk
Paneliankosken Voima Oy,12,canonical_calculation,2026-09-03,11.2000,1,0,xxz4lc-paneliankosken-voima-oy-kosken-vuosiwoima-12-kk
Keravan Energia Oy,12,canonical_calculation,2026-09-04,11.5300,2,0,0gmw0k-keravan-energia-oy-perussahko-yleis-12-kk;ckwbyg-keravan-energia-oy-perussahko-luonnonvoima-12-kk
Porvoon Energia Oy,12,canonical_calculation,2026-09-04,11.9000,3,0,1wpize-porvoon-energia-oy-eko-12-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;wqtmog-porvoon-energia-oy-ilmastoviisas-12-kk-co2-paastottomasti-tuotettu;ycx4s3-porvoon-energia-oy-wind-12-kk-kotimainen-tuulisahko
Köyliön-Säkylän Sähkö Oy,12,canonical_calculation,2026-09-04,11.2000,1,0,2b4lck-koylion-sakylan-sahko-oy-lallin-maaris-1v
Imatran Seudun Sähkö Oy,12,canonical_calculation,2026-09-04,11.2900,1,0,2lyoo8-imatran-seudun-sahko-oy-voima-12-kk
Hehku Energia Oy,12,canonical_calculation,2026-09-04,11.2350,2,2,3nznl3-hehku-energia-oy-hehku-hiilivapaa-12-kk-0-kuukausimaksu-ensimmaiset-3-kk;e4auec-hehku-energia-oy-hehku-kiintea-12-kk-0-kuukausimaksu-ensimmaiset-3-kk
Koillis-Satakunnan Sähkö Oy,12,canonical_calculation,2026-09-04,10.8550,2,2,3ptapg-koillis-satakunnan-sahko-oy-vakaawirta-12-kk;9gznfq-koillis-satakunnan-sahko-oy-ikiwirta-12-kk
Lammaisten Energia Oy,24,canonical_calculation,2026-09-04,10.4200,1,0,6kwivc-lammaisten-energia-oy-iisi-helpposahko-yleissahko-24-kk
Koillis-Satakunnan Sähkö Oy,24,canonical_calculation,2026-09-04,9.9800,1,1,6lvgux-koillis-satakunnan-sahko-oy-vakaawirta-24-kk
Vihreä Älyenergia Oy,12,canonical_calculation,2026-09-04,11.4900,1,0,75a4j5-vihrea-alyenergia-oy-vankka-kiintea-12-kk
Korpelan Energia Oy,12,canonical_calculation,2026-09-04,10.9500,1,0,8yldkd-korpelan-energia-oy-korpela-kesto-kiintea-12-kk
Cheap Energy Finland Oy,24,canonical_calculation,2026-09-04,9.6500,1,1,a9robz-cheap-energy-finland-oy-cheap-maaraaikainen-24-kk-0-kuukausimaksu-ensimmaiset-4-kk
Pohjois-Karjalan Sähkö Oy,24,canonical_calculation,2026-09-04,10.1800,1,0,axwj57-pohjois-karjalan-sahko-oy-optimi-takuu-24-kuukautta
Nurmijärven Sähkö Oy,12,canonical_calculation,2026-09-04,11.4900,1,0,ayepwr-nurmijarven-sahko-oy-yleissahko-1-vuotta
Äänekosken Energia Oy,24,canonical_calculation,2026-09-04,9.8000,1,0,bdvpxy-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-24-kk-paastoton
Vaasan Sähkö Myynti Oy,24,canonical_calculation,2026-09-04,9.9900,1,1,bmc3xj-vaasan-sahko-myynti-oy-kiintea-24-kk-yleissahko
Porvoon Energia Oy,24,canonical_calculation,2026-09-04,10.2000,5,0,bwf4rj-porvoon-energia-oy-eko-24-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;cbtp1d-porvoon-energia-oy-eko-24-kk-luonnonsuojeluliiton-sertifioima-ekoenergia;fkjlke-porvoon-energia-oy-ilmastoviisas-24-kk-co2-paastottomasti-tuotettu;sgizhg-porvoon-energia-oy-ilmastoviisas-24-kk-co2-paastottomasti-tuotettu;zduuay-porvoon-energia-oy-wind-24-kk-kotimainen-tuulisahko
Cheap Energy Finland Oy,12,canonical_calculation,2026-09-04,11.9900,1,0,bxoqen-cheap-energy-finland-oy-cheap-maaraaikainen-12-kk
Nurmijärven Sähkö Oy,24,canonical_calculation,2026-09-04,10.4900,1,0,egjbb2-nurmijarven-sahko-oy-yleissahko-2-vuotta
Vattenfall Oy,24,canonical_calculation,2026-09-04,9.7800,3,1,ewhqdv-vattenfall-oy-taysvesi-24-kk;raryji-vattenfall-oy-ilmasto-mix-24-kk-perusmaksut-0-ensimmaiset-6-kk;wc1aeo-vattenfall-oy-taystuuli-24-kk
Hehku Energia Oy,24,canonical_calculation,2026-09-04,9.9350,2,2,ex4cv8-hehku-energia-oy-hehku-hiilivapaa-24-kk-0-kuukausimaksu-ensimmaiset-6-kk;gjtygv-hehku-energia-oy-hehku-kiintea-24-kk-0-kuukausimaksu-ensimmaiset-3-kk
Alajärven Sähkö Oy,24,canonical_calculation,2026-09-04,9.9500,1,0,fg3irh-alajarven-sahko-oy-yleissahko-24-kk
Helen Oy,6,canonical_calculation,2026-09-04,13.4700,1,0,fw9xin-helen-oy-maaraaikainen-perussahko-6-kk
Keravan Energia Oy,6,canonical_calculation,2026-09-04,13.7500,1,0,fwj9qs-keravan-energia-oy-perussahko-yleis-6-kk
Äänekosken Energia Oy,12,canonical_calculation,2026-09-04,10.6000,1,0,g7lm6n-aanekosken-energia-oy-maalaisjarkisahko-yleissahko-12-kk-paastoton
