cohort,model,term,threshold,n,issue_days,first_issue,last_issue,correct,correct_rate,missed_move,missed_move_rate,false_move,false_move_rate,wrong_way,wrong_way_rate,actual_down,down__down,down__flat,down__up,down_recall_numerator,down_recall_denominator,down_recall,down_precision_numerator,down_precision_denominator,down_precision,actual_flat,flat__down,flat__flat,flat__up,flat_recall_numerator,flat_recall_denominator,flat_recall,flat_precision_numerator,flat_precision_denominator,flat_precision,actual_up,up__down,up__flat,up__up,up_recall_numerator,up_recall_denominator,up_recall,up_precision_numerator,up_precision_denominator,up_precision,balanced_accuracy
secondary84,gap,6,0.05,28,28,2026-08-03,2026-08-30,4,0.14285714285714285,7,0.25,3,0.10714285714285714,14,0.5,0,0,0,0,0,0,,0,17,0.0,5,3,2,0,2,5,0.4,2,9,0.2222222222222222,23,14,7,2,2,23,0.08695652173913043,2,2,1.0,
secondary84,gap,all,0.15,84,28,2026-08-03,2026-08-30,44,0.5238095238095238,35,0.4166666666666667,2,0.023809523809523808,3,0.03571428571428571,1,0,1,0,0,1,0.0,0,5,0.0,45,2,43,0,43,45,0.9555555555555556,43,78,0.5512820512820513,38,3,34,1,1,38,0.02631578947368421,1,1,1.0,0.3272904483430799
secondary84,gap,all,0.10,84,28,2026-08-03,2026-08-30,41,0.4880952380952381,31,0.36904761904761907,5,0.05952380952380952,7,0.08333333333333333,1,0,1,0,0,1,0.0,0,12,0.0,45,5,40,0,40,45,0.8888888888888888,40,71,0.5633802816901409,38,7,30,1,1,38,0.02631578947368421,1,1,1.0,0.30506822612085766
secondary84,gap,all,0.05,84,28,2026-08-03,2026-08-30,35,0.4166666666666667,17,0.20238095238095238,12,0.14285714285714285,20,0.23809523809523808,1,0,1,0,0,1,0.0,0,30,0.0,45,10,33,2,33,45,0.7333333333333333,33,50,0.66,38,20,16,2,2,38,0.05263157894736842,2,4,0.5,0.26198830409356727
secondary84,intercept,12,0.15,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,intercept,12,0.10,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,intercept,12,0.05,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,intercept,24,0.15,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,intercept,24,0.10,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,intercept,24,0.05,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,intercept,6,0.15,28,28,2026-08-03,2026-08-30,23,0.8214285714285714,0,0.0,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,0,,23,0,0,23,23,23,1.0,23,28,0.8214285714285714,
secondary84,intercept,6,0.10,28,28,2026-08-03,2026-08-30,23,0.8214285714285714,0,0.0,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,0,,23,0,0,23,23,23,1.0,23,28,0.8214285714285714,
secondary84,intercept,6,0.05,28,28,2026-08-03,2026-08-30,23,0.8214285714285714,0,0.0,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,0,,23,0,0,23,23,23,1.0,23,28,0.8214285714285714,
secondary84,intercept,all,0.15,84,28,2026-08-03,2026-08-30,38,0.4523809523809524,0,0.0,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,0,,38,0,0,38,38,38,1.0,38,84,0.4523809523809524,0.3333333333333333
secondary84,intercept,all,0.10,84,28,2026-08-03,2026-08-30,38,0.4523809523809524,0,0.0,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,0,,38,0,0,38,38,38,1.0,38,84,0.4523809523809524,0.3333333333333333
secondary84,intercept,all,0.05,84,28,2026-08-03,2026-08-30,38,0.4523809523809524,0,0.0,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,0,,38,0,0,38,38,38,1.0,38,84,0.4523809523809524,0.3333333333333333
secondary84,retail,12,0.15,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,retail,12,0.10,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,retail,12,0.05,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,retail,24,0.15,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,retail,24,0.10,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,retail,24,0.05,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,retail,6,0.15,28,28,2026-08-03,2026-08-30,23,0.8214285714285714,0,0.0,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,0,,23,0,0,23,23,23,1.0,23,28,0.8214285714285714,
secondary84,retail,6,0.10,28,28,2026-08-03,2026-08-30,23,0.8214285714285714,0,0.0,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,0,,23,0,0,23,23,23,1.0,23,28,0.8214285714285714,
secondary84,retail,6,0.05,28,28,2026-08-03,2026-08-30,23,0.8214285714285714,0,0.0,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,0,,23,0,0,23,23,23,1.0,23,28,0.8214285714285714,
secondary84,retail,all,0.15,84,28,2026-08-03,2026-08-30,38,0.4523809523809524,0,0.0,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,0,,38,0,0,38,38,38,1.0,38,84,0.4523809523809524,0.3333333333333333
secondary84,retail,all,0.10,84,28,2026-08-03,2026-08-30,38,0.4523809523809524,0,0.0,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,0,,38,0,0,38,38,38,1.0,38,84,0.4523809523809524,0.3333333333333333
secondary84,retail,all,0.05,84,28,2026-08-03,2026-08-30,38,0.4523809523809524,0,0.0,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,0,,38,0,0,38,38,38,1.0,38,84,0.4523809523809524,0.3333333333333333
secondary84,rolling,12,0.15,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,rolling,12,0.10,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,rolling,12,0.05,28,28,2026-08-03,2026-08-30,9,0.32142857142857145,0,0.0,18,0.6428571428571429,1,0.03571428571428571,1,0,0,1,0,1,0.0,0,0,,18,0,0,18,0,18,0.0,0,0,,9,0,0,9,9,9,1.0,9,28,0.32142857142857145,0.3333333333333333
secondary84,rolling,24,0.15,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,rolling,24,0.10,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,rolling,24,0.05,28,28,2026-08-03,2026-08-30,6,0.21428571428571427,0,0.0,22,0.7857142857142857,0,0.0,0,0,0,0,0,0,,0,0,,22,0,0,22,0,22,0.0,0,0,,6,0,0,6,6,6,1.0,6,28,0.21428571428571427,
secondary84,rolling,6,0.15,28,28,2026-08-03,2026-08-30,17,0.6071428571428571,6,0.21428571428571427,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,6,0.0,23,0,6,17,17,23,0.7391304347826086,17,22,0.7727272727272727,
secondary84,rolling,6,0.10,28,28,2026-08-03,2026-08-30,20,0.7142857142857143,3,0.10714285714285714,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,3,0.0,23,0,3,20,20,23,0.8695652173913043,20,25,0.8,
secondary84,rolling,6,0.05,28,28,2026-08-03,2026-08-30,23,0.8214285714285714,0,0.0,5,0.17857142857142858,0,0.0,0,0,0,0,0,0,,0,0,,5,0,0,5,0,5,0.0,0,0,,23,0,0,23,23,23,1.0,23,28,0.8214285714285714,
secondary84,rolling,all,0.15,84,28,2026-08-03,2026-08-30,32,0.38095238095238093,6,0.07142857142857142,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,6,0.0,38,0,6,32,32,38,0.8421052631578947,32,78,0.41025641025641024,0.2807017543859649
secondary84,rolling,all,0.10,84,28,2026-08-03,2026-08-30,35,0.4166666666666667,3,0.03571428571428571,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,3,0.0,38,0,3,35,35,38,0.9210526315789473,35,81,0.43209876543209874,0.30701754385964913
secondary84,rolling,all,0.05,84,28,2026-08-03,2026-08-30,38,0.4523809523809524,0,0.0,45,0.5357142857142857,1,0.011904761904761904,1,0,0,1,0,1,0.0,0,0,,45,0,0,45,0,45,0.0,0,0,,38,0,0,38,38,38,1.0,38,84,0.4523809523809524,0.3333333333333333
secondary84,unchanged,12,0.15,28,28,2026-08-03,2026-08-30,18,0.6428571428571429,10,0.35714285714285715,0,0.0,0,0.0,1,0,1,0,0,1,0.0,0,0,,18,0,18,0,18,18,1.0,18,28,0.6428571428571429,9,0,9,0,0,9,0.0,0,0,,0.3333333333333333
secondary84,unchanged,12,0.10,28,28,2026-08-03,2026-08-30,18,0.6428571428571429,10,0.35714285714285715,0,0.0,0,0.0,1,0,1,0,0,1,0.0,0,0,,18,0,18,0,18,18,1.0,18,28,0.6428571428571429,9,0,9,0,0,9,0.0,0,0,,0.3333333333333333
secondary84,unchanged,12,0.05,28,28,2026-08-03,2026-08-30,18,0.6428571428571429,10,0.35714285714285715,0,0.0,0,0.0,1,0,1,0,0,1,0.0,0,0,,18,0,18,0,18,18,1.0,18,28,0.6428571428571429,9,0,9,0,0,9,0.0,0,0,,0.3333333333333333
secondary84,unchanged,24,0.15,28,28,2026-08-03,2026-08-30,22,0.7857142857142857,6,0.21428571428571427,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,22,0,22,0,22,22,1.0,22,28,0.7857142857142857,6,0,6,0,0,6,0.0,0,0,,
secondary84,unchanged,24,0.10,28,28,2026-08-03,2026-08-30,22,0.7857142857142857,6,0.21428571428571427,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,22,0,22,0,22,22,1.0,22,28,0.7857142857142857,6,0,6,0,0,6,0.0,0,0,,
secondary84,unchanged,24,0.05,28,28,2026-08-03,2026-08-30,22,0.7857142857142857,6,0.21428571428571427,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,22,0,22,0,22,22,1.0,22,28,0.7857142857142857,6,0,6,0,0,6,0.0,0,0,,
secondary84,unchanged,6,0.15,28,28,2026-08-03,2026-08-30,5,0.17857142857142858,23,0.8214285714285714,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,5,0,5,0,5,5,1.0,5,28,0.17857142857142858,23,0,23,0,0,23,0.0,0,0,,
secondary84,unchanged,6,0.10,28,28,2026-08-03,2026-08-30,5,0.17857142857142858,23,0.8214285714285714,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,5,0,5,0,5,5,1.0,5,28,0.17857142857142858,23,0,23,0,0,23,0.0,0,0,,
secondary84,unchanged,6,0.05,28,28,2026-08-03,2026-08-30,5,0.17857142857142858,23,0.8214285714285714,0,0.0,0,0.0,0,0,0,0,0,0,,0,0,,5,0,5,0,5,5,1.0,5,28,0.17857142857142858,23,0,23,0,0,23,0.0,0,0,,
secondary84,unchanged,all,0.15,84,28,2026-08-03,2026-08-30,45,0.5357142857142857,39,0.4642857142857143,0,0.0,0,0.0,1,0,1,0,0,1,0.0,0,0,,45,0,45,0,45,45,1.0,45,84,0.5357142857142857,38,0,38,0,0,38,0.0,0,0,,0.3333333333333333
secondary84,unchanged,all,0.10,84,28,2026-08-03,2026-08-30,45,0.5357142857142857,39,0.4642857142857143,0,0.0,0,0.0,1,0,1,0,0,1,0.0,0,0,,45,0,45,0,45,45,1.0,45,84,0.5357142857142857,38,0,38,0,0,38,0.0,0,0,,0.3333333333333333
secondary84,unchanged,all,0.05,84,28,2026-08-03,2026-08-30,45,0.5357142857142857,39,0.4642857142857143,0,0.0,0,0.0,1,0,1,0,0,1,0.0,0,0,,45,0,45,0,45,45,1.0,45,84,0.5357142857142857,38,0,38,0,0,38,0.0,0,0,,0.3333333333333333
